text,span,label,ordinal
liked the product as expected from a samsung device it has a brilliant display and camera the performance is great too phone is fast and snappy what i didnt like is the battery performance its fairly decent my 3 yr old oneplus 9r was giving similar batter life a difference of max 1520 mins screen on time charging could be faster too expected at least a 45w capacity but still not a deal breaker another point is fingerprint sensor doesnt work properly with a screen guard i didnt know this was a thing because it never happened to me while using oneplus devices  update  i also notice heating issues while video calling not expected from a flagship device to be honest definitely happening because of the exynos chip hoping improvements with upcoming updates  overall looks  910 battery  710 display  1010 performance  810 camera  910,camera,positive,1
using this little samsung device for the last 5 days  it feels premium by the look and fill nobody can make better displays than samsung full marks for the display  bettery and camera is decent was expecting better out of it performance wise is its fine through im not heavy user  im not sure how exynos 2400 is going to perform in the longer run  i faced network issues twice while the 5g was on and i had to put the phone on flight mode to resolve it,display,positive,1
very poor battery performance  otherwise average mobile  battery never lasts long not recommended at all,battery,negative,1
not good for gaming due to curve display overall processor is good camera is good  takes a little bit of contrasty pictures  design and display top class  videography is overall good  good package ,display,negative,1
what a phone super performance with light weight  please find my details review as follows  1 camera  camera is super with very gud quality photo even at night as well  2 battery  battery backup is fine and will last for one day long  3 performance  iphone 15 performance is super no lagging and no heating issue  cons 1 battery could be better at this price range  2 face recognition is not good as not always open with face id,camera,positive,1
design  i liked the curved look with soft back side the free protective back case doesnt cover the curved sides of the screen even the screen gaurd lasted just 1 month since it didnt cover the edges of the screen it started to peel off i also liked that this phone has very few bloatware  battery  awesome charging speed 0 to 100 in 125 hrs at moderate usage 3 to 4 hrs of usage per day with calls and browsing no games it lasts upto 2 days  display  very good clarity  rear camera  awesome photos in low lightpoor light conditions daylight photos good but could have had more realistic colors  front camera  good it has a nice feature to capture photos with gestures  speaker  loud enough though both the top and bottom speakers are claimed to be used when phone is tilted horizontally i wasnt impressed,camera,positive,1
rear camera is good but ultra wide camera is very poor little bit hitting issue otherwise phone good for normal users,camera,positive,1
after a threemonth of using and evaluation the camera and display performance are commendable the battery capacity is satisfactory with a combination of cpu from exynos 2400 and gpu from amd super fast it is advised to refrain from using cheap inbuilt magsafe back covers as they may drain all your battery power,battery,positive,1
first and foremost the blue color option is a delightful departure from the traditional smartphone hues the soft muted pink hue adds a touch of sophistication making the iphone 15 stand out in a sea of smartphones its a refreshing and stylish choice for those who appreciate a bit of flair in their tech accessories  the performance of the iphone 15 is nothing short of stellar powered by the latest processor it effortlessly handles multitasking gaming and demanding applications with unparalleled speed and efficiency the 128gb of storage provides ample space for photos videos apps and more ensuring that i never have to compromise on what i want to keep on my device  the camera capabilities of the iphone 15 continue to impress the upgraded camera system captures stunning photos with vibrant colors and sharp details the lowlight performance is particularly noteworthy producing clear and wellexposed shots even in challenging conditions the video recording capabilities including features like cinematic mode elevate the storytelling potential of every video captured  the display is a visual feast for the eyes the vibrant and sharp super retina xdr display brings content to life with vivid colors and deep blacks whether im watching videos browsing photos or simply scrolling through social media the immersive display adds an extra layer of enjoyment to every interaction  face id has become even more seamless and secure providing quick and reliable access to my device with just a glance the attention to detail in optimizing the user experience is evident making daily tasks feel effortless and intuitive  the battery life of the iphone 15 is commendable easily lasting me through a full day of use without needing a recharge the addition of fast charging ensures that when i do need to top up its a quick and convenient process  in conclusion the iphone 15 in blue with 128gb of storage is a triumph of technology and design it seamlessly blends power with elegance offering a delightful user experience in a visually stunning package whether youre a tech enthusiast or someone who simply appreciates a reliable and stylish smartphone the iphone 15 is a standout choice that delivers on every front i highly recommend it to anyone looking to elevate their smartphone experience to new heights anthonyh7 anthonyh7,camera,positive,1
pros 48mp camera with 2x zoom  dynamic island  usbc port  superb design and premium build   cons only 60hz display refresh rate  slow charging  no action button  no alwayson display   rating  camera  455  battery  45  performance  455  charging  45  display  45  design and build  455  sound  45  software  455  value for money  45  overall experience  455  hit like  button if this review really helps you,camera,positive,1
the moto edge 50 fusion is an impressive smartphone that excels in almost every aspect the display is stunning offering vibrant colors sharp details and smooth scrolling making it perfect for multimedia consumption and daily use the battery life is another strong point easily lasting through a full day of heavy usage without breaking a sweat  performance is consistently good handling multitasking gaming and other demanding tasks smoothly without any noticeable lag the camera is another highlight delivering great shots with good detail and color accuracy both in welllit and lowlight conditions  overall the moto edge 50 fusion is a fantastic choice for anyone looking for a wellrounded device with a superb display reliable battery life and excellent camera performance,battery,positive,1
pros 48mp camera with 2x zoom  dynamic island  usbc port  superb design and premium build   cons only 60hz display refresh rate  slow charging  no action button  no alwayson display   rating  camera  455  battery  45  performance  455  charging  45  display  45  design and build  455  sound  45  software  455  value for money  45  overall experience  455  hit like  button if this review really helps you,design,positive,1
first and foremost the blue color option is a delightful departure from the traditional smartphone hues the soft muted pink hue adds a touch of sophistication making the iphone 15 stand out in a sea of smartphones its a refreshing and stylish choice for those who appreciate a bit of flair in their tech accessories  the performance of the iphone 15 is nothing short of stellar powered by the latest processor it effortlessly handles multitasking gaming and demanding applications with unparalleled speed and efficiency the 128gb of storage provides ample space for photos videos apps and more ensuring that i never have to compromise on what i want to keep on my device  the camera capabilities of the iphone 15 continue to impress the upgraded camera system captures stunning photos with vibrant colors and sharp details the lowlight performance is particularly noteworthy producing clear and wellexposed shots even in challenging conditions the video recording capabilities including features like cinematic mode elevate the storytelling potential of every video captured  the display is a visual feast for the eyes the vibrant and sharp super retina xdr display brings content to life with vivid colors and deep blacks whether im watching videos browsing photos or simply scrolling through social media the immersive display adds an extra layer of enjoyment to every interaction  face id has become even more seamless and secure providing quick and reliable access to my device with just a glance the attention to detail in optimizing the user experience is evident making daily tasks feel effortless and intuitive  the battery life of the iphone 15 is commendable easily lasting me through a full day of use without needing a recharge the addition of fast charging ensures that when i do need to top up its a quick and convenient process  in conclusion the iphone 15 in blue with 128gb of storage is a triumph of technology and design it seamlessly blends power with elegance offering a delightful user experience in a visually stunning package whether youre a tech enthusiast or someone who simply appreciates a reliable and stylish smartphone the iphone 15 is a standout choice that delivers on every front i highly recommend it to anyone looking to elevate their smartphone experience to new heights anthonyh7 anthonyh7,performance,positive,1
the moto edge 50 fusion is an impressive smartphone that excels in almost every aspect the display is stunning offering vibrant colors sharp details and smooth scrolling making it perfect for multimedia consumption and daily use the battery life is another strong point easily lasting through a full day of heavy usage without breaking a sweat  performance is consistently good handling multitasking gaming and other demanding tasks smoothly without any noticeable lag the camera is another highlight delivering great shots with good detail and color accuracy both in welllit and lowlight conditions  overall the moto edge 50 fusion is a fantastic choice for anyone looking for a wellrounded device with a superb display reliable battery life and excellent camera performance,display,positive,1
the moto edge 50 fusion is an impressive smartphone that excels in almost every aspect the display is stunning offering vibrant colors sharp details and smooth scrolling making it perfect for multimedia consumption and daily use the battery life is another strong point easily lasting through a full day of heavy usage without breaking a sweat  performance is consistently good handling multitasking gaming and other demanding tasks smoothly without any noticeable lag the camera is another highlight delivering great shots with good detail and color accuracy both in welllit and lowlight conditions  overall the moto edge 50 fusion is a fantastic choice for anyone looking for a wellrounded device with a superb display reliable battery life and excellent camera performance,camera,positive,1
the moto did a great job on overall parameters on this price segment the camera works really awesome and outstanding camera performance,camera,positive,1
the moto edge 50 fusion is an impressive smartphone that excels in almost every aspect the display is stunning offering vibrant colors sharp details and smooth scrolling making it perfect for multimedia consumption and daily use the battery life is another strong point easily lasting through a full day of heavy usage without breaking a sweat  performance is consistently good handling multitasking gaming and other demanding tasks smoothly without any noticeable lag the camera is another highlight delivering great shots with good detail and color accuracy both in welllit and lowlight conditions  overall the moto edge 50 fusion is a fantastic choice for anyone looking for a wellrounded device with a superb display reliable battery life and excellent camera performance,performance,positive,1
at this price segment best phone with unbelievable performance camera quality is best performance best phone,performance,positive,1
i m switching iphone 11 to iphone 15 and it was great experiancedynamic island is cool feature camera is good as apple known for its cameraperformance is excellent battery is fine not excellent,camera,positive,1
all rounder phone  20k under best phone  camera 445 bat camera bags  battery 45 charging 415 display 45 no hdr  game 45 highting problems moto vs poco  poco x6 pro  best mobile,camera,positive,1
moto edge 50 fusion has a slightly warm tone in camera but photos looks good overall performs below average in low light conditions and some bugs in selfie camera also it has no hdr support also fingerprint sensor doesnt work sometimes have to push power button to lightup lockscreen and then it will work  i hope motorola fix these issues with updates which they are not consistent with  otherwise the phone is good and balanced in performance anyone will not regret buying it,camera,positive,1
very bad phone in terms of battery backup what ai will do if battery backup is not good,battery,negative,1
overall performance is good camera is awesome heating is the major problembattery performance is average,performance,positive,1
camera is awesome  gives premium feel on holding  the only worst thing is battery  and heating issue  design is also awesome  but please fix the heating and battery issue,battery,positive,1
battery is always gets drain even it is 4500mah the processor is excellent for camera but not for gaming and also gaming not so bad it can handle very smooth but we can notice frame drops  and heating is nothing matters cus every mobile gets heated  and overall its a all rounder phone  a big  for battery,battery,positive,1
i am disappointed with the display quality it offers it has low brightness display which ruins all the experience of 120hz refresh rate display while oneplus12r got better display than this also its battery should be of 5000mah coz in my normal usages battery got drained in a single day which is also disappointing everything else is pretty good,battery,negative,1
camera good quality but camera lighting not like that,camera,negative,1
samsung s23 i bought this samsung s23  when it was released i bought this phone to replace my samsung s21 ultra and so far so good the features are really awesome the battery life is so great as i can go days without needing to recharge it when its tome to recharge the battery its even faster for it to get full my favorite part of the phone is the camera i can zoom in to take great pictures resize and also make good edits to my pictures my son is in tracks and this camera always come in handy to capture his fast moments with quality videos i can also blast my music through the speakers and theybalways come out good for me,camera,positive,1
samsung s23 i bought this samsung s23  when it was released i bought this phone to replace my samsung s21 ultra and so far so good the features are really awesome the battery life is so great as i can go days without needing to recharge it when its tome to recharge the battery its even faster for it to get full my favorite part of the phone is the camera i can zoom in to take great pictures resize and also make good edits to my pictures my son is in tracks and this camera always come in handy to capture his fast moments with quality videos i can also blast my music through the speakers and theybalways come out good for me,battery,positive,1
everything is best explcept for battery battery drains,battery,positive,1
no battery battery drain in 3hrs as well as phone heating issue  bad phone  dont buy this phone,battery,negative,1
camera 455 display 55 battery 45 performance 45  overall good phone for camera display,camera,positive,1
back camera is good  but the front cam is terrible  it automatically over process the photos and you look older than your age  one of the worst update in iphone 13  14 and 15  terrible front camera ,camera,negative,1
the product is worst not working properly  the battery is not working in day 4 time doing charging automatic battery is going down  worst phoneeee bad,battery,negative,1
camera 455 display 55 battery 45 performance 45  overall good phone for camera display,display,positive,1
camera excellent  display awesome  design killer  performance few improvement  battery  battery backup is not good drain very fast need regularly security update and software update fix bug  overall value for money ,battery,positive,1
nice camera quality very good camera quality,camera,positive,1
smooth display 10 good camera9 battery7 design 10 performance10 very good allrounder smartphone camera is superb budget phone,camera,positive,1
battery  drain  in just 2 hrs battery is vary bad,battery,negative,1
worst battery performance and it become very hot like iron box even if you do not use it  when you use the phone its unbearable and battery drains 1 percentage per minute,battery,negative,1
battery heats up low battery backup bulky camera not up to mark,battery,negative,1
better quality camera parfomas is good quality camera,camera,positive,1
very best baseline iphone ever even if you have a iphone 14 it is still a upgrade the new frosted glass and rounded edges make it premium feel camera is just awesome better than 14 pro camera battery is just like iphone 14 type c is also a welcome with braided data cabel just blue colour looks a lot like white,camera,positive,1
samsung galaxy s23 fe smartphone 256gb is one of the great product im using it from few days and im loving it so many great features and many more to explore gaming time is simply amazing and no fear for battery charging time camera features are great and very easy to use it vivid and immersive visuals shots with 50mp a highresolution camera that can capture subtle details on the dynamic amoled 2x display which pops to life even under varying light conditions eye comfort shield reduces blue light making it easier on your eyes i definitely recommend it for new features and as a business woman i love to do all my work on my smartphone capture your nights in vivid rich detail with the supersteady and smooth nightography system redefine how you capture the world in low light with vivid colours and reduced noise night videos are smooth and steady thanks to the nightography system,camera,positive,1
good performance display and camera  when camera use mobile is to hitting  and battery also not performance well,camera,positive,1
i bought at 53k for my father he really liked the phone best phone at this price range  camera  55 display  55 battery  45 performance  55  only cons is that it still comes with 60hz display and battery does not last long,display,positive,1
good performance display and camera  when camera use mobile is to hitting  and battery also not performance well,performance,positive,1
great phone with great camera as a photographer i must say that 42mp photos are very sharp and detailed huge upgrade from 12mp camera and black color with matte finish looks amazing and also feels amazing in the hand,camera,positive,1
i bought at 53k for my father he really liked the phone best phone at this price range  camera  55 display  55 battery  45 performance  55  only cons is that it still comes with 60hz display and battery does not last long,battery,positive,1
awesome product camera is very nice overall mobile is too good camera quality 5 stars,camera,positive,1
upgraded from samsung m21 to this and kept feeling amazed during the entire migration process samsung has really refined the smart switch utility to the extent that the new phone is an exact replica of the old one  the phone is a bit on the heavier side but mainly due to the metal parts and battery it feels top notch premium and performs buttery smooth note its slippery as it has glass on both sides so its a good idea to have a case ready for it when it comes  the camera is stellar and both the photos and videos are exceptional the screen is crisp and smooth and feels very responsive the battery life may need more testing cant say much   overall a superb deal at 38k for the 256gb model,battery,positive,1
the camera is not good when zoomed in the photo is blur even though iphone 13 camera is better,camera,positive,1
i am disappointed with the display quality it offers it has low brightness display which ruins all the experience of 120hz refresh rate display while oneplus12r got better display than this also its battery should be of 5000mah coz in my normal usages battery got drained in a single day which is also disappointing everything else is pretty good,battery,negative,1
product is really good but sometimes it gets so hot specially while charging and while using camera but on still its performance is not affected by heating os no doubt is the best performance is fast and well optimised specially app opening gaming and while doing normal tasks battery performance also good you can use one whole day while performing normal tasks and while gaming you will get 5 hours of battery backup  camera no doubt is the best specially for video shooting captures more details and natural coloursdisplay quality also good  and overall experience is much better than androids,camera,positive,1
product is really good but sometimes it gets so hot specially while charging and while using camera but on still its performance is not affected by heating os no doubt is the best performance is fast and well optimised specially app opening gaming and while doing normal tasks battery performance also good you can use one whole day while performing normal tasks and while gaming you will get 5 hours of battery backup  camera no doubt is the best specially for video shooting captures more details and natural coloursdisplay quality also good  and overall experience is much better than androids,battery,positive,1
the motorola edge 50 fusion is a budgetfriendly phone that boasts a 144hz display 68w wired charging and a sleek design with ip68 water resistance 144hz poled display rapid fast charging with 68w impressive water resistance with ip68 dust and water resistance 50mp lytia primary camera 13mp ultrawide and 32mp selfie camera sleek stylish design  strong 144hz display snappy main camera  impressive water resistance  overall the motorola edge 50 fusion is a great option for those looking for a budgetfriendly phone with impressive features,display,positive,2
ive been using the this mobile for the past 20 days and i must say its been a delightful experience overall lets dive into the details design the s24 exudes a premium aura with its sleek design and compact form factor it strikes the perfect balance between size and weight making it comfortable to hold and use for extended periods camera one of the standout features for me has been the camera it delivers exceptional picture quality capturing every detail with clarity display the display quality is topnotch providing vibrant colors and sharp visuals thanks to its excellent display performance it offers smooth and snappy performance from multitasking to gaming it handles everything effortlessly ensuring a lagfree experience battery while the battery backup may not be the strongest point of the s24 its in line with expectations for a flagship device with moderate usage it lasts through the day but heavy users might need to top up before the day ends overall the s24 impresses with its premium design stellar camera and smooth performance it may have a slight drawback in battery life but considering its other outstanding features its a minor tradeoff for a flagship experience i highly recommend the s24 for anyone seeking a blend of style and performance in their mobile device,battery,positive,2
the motorola edge 50 fusion is a budgetfriendly phone that boasts a 144hz display 68w wired charging and a sleek design with ip68 water resistance 144hz poled display rapid fast charging with 68w impressive water resistance with ip68 dust and water resistance 50mp lytia primary camera 13mp ultrawide and 32mp selfie camera sleek stylish design  strong 144hz display snappy main camera  impressive water resistance  overall the motorola edge 50 fusion is a great option for those looking for a budgetfriendly phone with impressive features,camera,positive,2
ive been using the this mobile for the past 20 days and i must say its been a delightful experience overall lets dive into the details design the s24 exudes a premium aura with its sleek design and compact form factor it strikes the perfect balance between size and weight making it comfortable to hold and use for extended periods camera one of the standout features for me has been the camera it delivers exceptional picture quality capturing every detail with clarity display the display quality is topnotch providing vibrant colors and sharp visuals thanks to its excellent display performance it offers smooth and snappy performance from multitasking to gaming it handles everything effortlessly ensuring a lagfree experience battery while the battery backup may not be the strongest point of the s24 its in line with expectations for a flagship device with moderate usage it lasts through the day but heavy users might need to top up before the day ends overall the s24 impresses with its premium design stellar camera and smooth performance it may have a slight drawback in battery life but considering its other outstanding features its a minor tradeoff for a flagship experience i highly recommend the s24 for anyone seeking a blend of style and performance in their mobile device,display,positive,2
ive been using the this mobile for the past 20 days and i must say its been a delightful experience overall lets dive into the details design the s24 exudes a premium aura with its sleek design and compact form factor it strikes the perfect balance between size and weight making it comfortable to hold and use for extended periods camera one of the standout features for me has been the camera it delivers exceptional picture quality capturing every detail with clarity display the display quality is topnotch providing vibrant colors and sharp visuals thanks to its excellent display performance it offers smooth and snappy performance from multitasking to gaming it handles everything effortlessly ensuring a lagfree experience battery while the battery backup may not be the strongest point of the s24 its in line with expectations for a flagship device with moderate usage it lasts through the day but heavy users might need to top up before the day ends overall the s24 impresses with its premium design stellar camera and smooth performance it may have a slight drawback in battery life but considering its other outstanding features its a minor tradeoff for a flagship experience i highly recommend the s24 for anyone seeking a blend of style and performance in their mobile device,design,positive,2
all good but battery performance is not so goodlooks very good  performance  very good  camera  very good  design good improve battery performance,performance,positive,2
the samsung s23 fe is a solid phone with several standout features the camera quality is impressive capturing detailed and vibrant photos it has a premium look and feel and the sound quality is excellent performancewise it handles tasks efficiently and smoothly however the battery life is a downside as it requires charging at least twice a day  pros  camera excellent quality producing detailed and vibrant photos  design premium look and feel  sound quality clear and robust audio  performance handles tasks efficiently and smoothly  ai features useful for enhancing daily tasks and overall user experience  cons battery life requires charging at least twice a day  overall the samsung s23 fe is a good phone with strong features though its battery life could be improved,battery,positive,2
overall the iphone 15 is a fantastic phone for everyday use it offers a compelling blend of performance camera prowess no doubt the best camera and battery life as per my use it is easily lasting 1 full day however the lack of a high refresh rate display and the underwhelming charging speed hold it back from being truly exceptional  pros superb cameras the 48mp main sensor captures stunning photos with excellent detail and dynamic range lowlight performance is also impressive and the video output is so amazing a16 bionic chip blazingfast performance handles demanding tasks and games effortlessly improved design the new matte finish and rounded edges feel fantastic in hand making it a comfortable phone to use finally usbc ditching the lightning port is a welcome change but the lack of usb 32 speeds is disappointing allday battery life easily lasts a full day on a single charge with normal usage  cons 60hz display competitors offer smoother 120hz displays at this price point making the iphone 15 feel dated in comparison slow charging takes significantly longer to charge compared to other flagships  additional notes this review is based on my personal experience using the iphone 15 for the past 1 month your experience may vary depending on your individual usage patterns and preferences be sure to consider your needs and budget before making a purchase decision,camera,positive,2
it is a really good phone for daily tasks the cameras are great 48mp photos are very sharp and detailed you can relay on this phone for 5 years i have other apple products and the ecosystem is also great everything works seamlessly   for those who are switching from android battery life is good in this phone but compared to my previous phone which had 4500mah battery i have to charge this phone 2 times in a day almost after limiting the battery to 80  overall it is a great phone the video quality is great  if you want an android alternative then you can buy s24 or s23 and if you want batter backup and ios then go for plus model,battery,positive,2
overall the iphone 15 is a fantastic phone for everyday use it offers a compelling blend of performance camera prowess no doubt the best camera and battery life as per my use it is easily lasting 1 full day however the lack of a high refresh rate display and the underwhelming charging speed hold it back from being truly exceptional  pros superb cameras the 48mp main sensor captures stunning photos with excellent detail and dynamic range lowlight performance is also impressive and the video output is so amazing a16 bionic chip blazingfast performance handles demanding tasks and games effortlessly improved design the new matte finish and rounded edges feel fantastic in hand making it a comfortable phone to use finally usbc ditching the lightning port is a welcome change but the lack of usb 32 speeds is disappointing allday battery life easily lasts a full day on a single charge with normal usage  cons 60hz display competitors offer smoother 120hz displays at this price point making the iphone 15 feel dated in comparison slow charging takes significantly longer to charge compared to other flagships  additional notes this review is based on my personal experience using the iphone 15 for the past 1 month your experience may vary depending on your individual usage patterns and preferences be sure to consider your needs and budget before making a purchase decision,performance,positive,2
overall the iphone 15 is a fantastic phone for everyday use it offers a compelling blend of performance camera prowess no doubt the best camera and battery life as per my use it is easily lasting 1 full day however the lack of a high refresh rate display and the underwhelming charging speed hold it back from being truly exceptional  pros superb cameras the 48mp main sensor captures stunning photos with excellent detail and dynamic range lowlight performance is also impressive and the video output is so amazing a16 bionic chip blazingfast performance handles demanding tasks and games effortlessly improved design the new matte finish and rounded edges feel fantastic in hand making it a comfortable phone to use finally usbc ditching the lightning port is a welcome change but the lack of usb 32 speeds is disappointing allday battery life easily lasts a full day on a single charge with normal usage  cons 60hz display competitors offer smoother 120hz displays at this price point making the iphone 15 feel dated in comparison slow charging takes significantly longer to charge compared to other flagships  additional notes this review is based on my personal experience using the iphone 15 for the past 1 month your experience may vary depending on your individual usage patterns and preferences be sure to consider your needs and budget before making a purchase decision,display,positive,2
liked the product as expected from a samsung device it has a brilliant display and camera the performance is great too phone is fast and snappy what i didnt like is the battery performance its fairly decent my 3 yr old oneplus 9r was giving similar batter life a difference of max 1520 mins screen on time charging could be faster too expected at least a 45w capacity but still not a deal breaker another point is fingerprint sensor doesnt work properly with a screen guard i didnt know this was a thing because it never happened to me while using oneplus devices  update  i also notice heating issues while video calling not expected from a flagship device to be honest definitely happening because of the exynos chip hoping improvements with upcoming updates  overall looks  910 battery  710 display  1010 performance  810 camera  910,performance,positive,2
ive been using the this mobile for the past 20 days and i must say its been a delightful experience overall lets dive into the details design the s24 exudes a premium aura with its sleek design and compact form factor it strikes the perfect balance between size and weight making it comfortable to hold and use for extended periods camera one of the standout features for me has been the camera it delivers exceptional picture quality capturing every detail with clarity display the display quality is topnotch providing vibrant colors and sharp visuals thanks to its excellent display performance it offers smooth and snappy performance from multitasking to gaming it handles everything effortlessly ensuring a lagfree experience battery while the battery backup may not be the strongest point of the s24 its in line with expectations for a flagship device with moderate usage it lasts through the day but heavy users might need to top up before the day ends overall the s24 impresses with its premium design stellar camera and smooth performance it may have a slight drawback in battery life but considering its other outstanding features its a minor tradeoff for a flagship experience i highly recommend the s24 for anyone seeking a blend of style and performance in their mobile device,camera,positive,2
what a phone super performance with light weight  please find my details review as follows  1 camera  camera is super with very gud quality photo even at night as well  2 battery  battery backup is fine and will last for one day long  3 performance  iphone 15 performance is super no lagging and no heating issue  cons 1 battery could be better at this price range  2 face recognition is not good as not always open with face id,performance,positive,2
what a phone super performance with light weight  please find my details review as follows  1 camera  camera is super with very gud quality photo even at night as well  2 battery  battery backup is fine and will last for one day long  3 performance  iphone 15 performance is super no lagging and no heating issue  cons 1 battery could be better at this price range  2 face recognition is not good as not always open with face id,battery,positive,2
display  45 camera  355 battery  45 it is not good for gaming in bgmi my settings is smooth and extreme but fps is only 3035 fps  camera is good but if you will zoom the camera photo gone blur,camera,negative,2
first and foremost the blue color option is a delightful departure from the traditional smartphone hues the soft muted pink hue adds a touch of sophistication making the iphone 15 stand out in a sea of smartphones its a refreshing and stylish choice for those who appreciate a bit of flair in their tech accessories  the performance of the iphone 15 is nothing short of stellar powered by the latest processor it effortlessly handles multitasking gaming and demanding applications with unparalleled speed and efficiency the 128gb of storage provides ample space for photos videos apps and more ensuring that i never have to compromise on what i want to keep on my device  the camera capabilities of the iphone 15 continue to impress the upgraded camera system captures stunning photos with vibrant colors and sharp details the lowlight performance is particularly noteworthy producing clear and wellexposed shots even in challenging conditions the video recording capabilities including features like cinematic mode elevate the storytelling potential of every video captured  the display is a visual feast for the eyes the vibrant and sharp super retina xdr display brings content to life with vivid colors and deep blacks whether im watching videos browsing photos or simply scrolling through social media the immersive display adds an extra layer of enjoyment to every interaction  face id has become even more seamless and secure providing quick and reliable access to my device with just a glance the attention to detail in optimizing the user experience is evident making daily tasks feel effortless and intuitive  the battery life of the iphone 15 is commendable easily lasting me through a full day of use without needing a recharge the addition of fast charging ensures that when i do need to top up its a quick and convenient process  in conclusion the iphone 15 in blue with 128gb of storage is a triumph of technology and design it seamlessly blends power with elegance offering a delightful user experience in a visually stunning package whether youre a tech enthusiast or someone who simply appreciates a reliable and stylish smartphone the iphone 15 is a standout choice that delivers on every front i highly recommend it to anyone looking to elevate their smartphone experience to new heights anthonyh7 anthonyh7,display,positive,2
pros 48mp camera with 2x zoom  dynamic island  usbc port  superb design and premium build   cons only 60hz display refresh rate  slow charging  no action button  no alwayson display   rating  camera  455  battery  45  performance  455  charging  45  display  45  design and build  455  sound  45  software  455  value for money  45  overall experience  455  hit like  button if this review really helps you,display,positive,2
front camera is not up to the mark ai enhances the selfies which takes 23 seconds rear camera is good and comparable to any flagship camera battery backup is also good and can easily gives 56 hours of sot,camera,positive,2
perfect phone amazing camera my first iphone file exchange works smooth with laptops through in box cable many things to learn in ios but yeah its super premium and gives the feel of owning a different piece do check out video on how to setup for first use of iphone and make necesarry changes camera is really a1 and gives result as a entry level dslr i have tried good night photography as well sound and picture quality is awesome coudnt really believe my ears when i first played a video  the screen size is lovely and please do put screen guard and lens guard also   overall  910  camera  10 battery  810 screen and content viewing  1010 gaming not tried usage and ease  910 videography  1010,camera,positive,2
very very bad camera both primary and secondary camera images are blurred worst of money and also contacted with the service centre and they told that there is an issue with 15 and 15 plus camera with software bug,camera,negative,2
product is really good but sometimes it gets so hot specially while charging and while using camera but on still its performance is not affected by heating os no doubt is the best performance is fast and well optimised specially app opening gaming and while doing normal tasks battery performance also good you can use one whole day while performing normal tasks and while gaming you will get 5 hours of battery backup  camera no doubt is the best specially for video shooting captures more details and natural coloursdisplay quality also good  and overall experience is much better than androids,performance,positive,2
the only thing i like about this phone is the camera quality and that is the reason i bought this phone i already have an android phone which is less than 50 of its price and still is better in every aspect except the camera well definitely iphone 15 has a flagship level chipset but i am not a gamer and a normal user and i find mid rangers and flagship all perform at similar level in daily tasks while iphone 15 only has 60hz screen which feels choppy all other phones have 120144hz screen which are smooth af ios itself feels like its missing so many features and unnecessarily extra steps are required to do tasks which are totally simplified in android  battery life is decent charging is fine nothing to complain camera is great in outdoor situation and video recording if you are not into camera why are you even buying this phone just go and buy android phones,camera,positive,3
ive been using the this mobile for the past 20 days and i must say its been a delightful experience overall lets dive into the details design the s24 exudes a premium aura with its sleek design and compact form factor it strikes the perfect balance between size and weight making it comfortable to hold and use for extended periods camera one of the standout features for me has been the camera it delivers exceptional picture quality capturing every detail with clarity display the display quality is topnotch providing vibrant colors and sharp visuals thanks to its excellent display performance it offers smooth and snappy performance from multitasking to gaming it handles everything effortlessly ensuring a lagfree experience battery while the battery backup may not be the strongest point of the s24 its in line with expectations for a flagship device with moderate usage it lasts through the day but heavy users might need to top up before the day ends overall the s24 impresses with its premium design stellar camera and smooth performance it may have a slight drawback in battery life but considering its other outstanding features its a minor tradeoff for a flagship experience i highly recommend the s24 for anyone seeking a blend of style and performance in their mobile device,performance,positive,3
earlier quality of camera is awesome but after recent updates camera quality has got reduced motorola need to consider this and update the quality of camera as before otherwise it might give bad remark to them it seems purposefully they decreased the quality of camera,camera,negative,3
i am disappointed with the display quality it offers it has low brightness display which ruins all the experience of 120hz refresh rate display while oneplus12r got better display than this also its battery should be of 5000mah coz in my normal usages battery got drained in a single day which is also disappointing everything else is pretty good,display,negative,3
superb phone best phone under 25k camera 55 warms a little while using the camera for a normal user it will run a whole day basic gaming is good but for pro gamers not recommended go for poco x6 pro no heating issues just bit warmer when using camera  if you are camera centric close your eyes and take this phone,camera,positive,3
i am disappointed with the display quality it offers it has low brightness display which ruins all the experience of 120hz refresh rate display while oneplus12r got better display than this also its battery should be of 5000mah coz in my normal usages battery got drained in a single day which is also disappointing everything else is pretty good,display,negative,3
everything thing on this device is very good camera is awesome if you can manage battery efficiently then it is going to give you a good backup and with original charger it charge very fastbut if you dont know how to manage battery efficiently then you will face battery backup issue and if you know how to efficiently use this phone then phone will never heatbut if you dont know how to use this efficiently then you will face heating issue display is fantastic build quality is very good looks rich i am using this device performance and battery efficiently so im not facing any battery or heating issue phone works fast and can also play games on very good graphics i have experienced the phone charges very fast,battery,positive,4
